,prod_path,local_path,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,Unnamed: 6,Curves,COMP,DATE,X,Y,GDAT,HZCS,LMF,APD,EPD,STRT,STOP,STEP,NULL
54,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\10WP42\10WP42_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/10WP42/10WP42_conductivity_down.las,10WP42,636190,5,Top of bore casing,,INDUCTION_CALIBRATED,Geoscience Australia,28/10/16,487500.84,8295383.694,Australian Height Datum,MGA94 Zone 52,top of casing,0.56,22.866999999999997,0.0,31.68,0.01,-999.25
55,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Ord16\Ord16_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Ord16/Ord16_conductivity_down.las,Ord16,636191,10,Top of casing Protector,,INDUCTION_CALIBRATED,Geoscience Australia,27/10/16,499615.2929,8278888.335,Australian Height Datum,MGA94 Zone 52,top of casing protector,0.71,26.66,0.0,23.18,0.01,-999.25
56,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Y16A_Ord37\Y16A_Ord37_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Y16A_Ord37/Y16A_Ord37_conductivity_down.las,Ord37,636192,10,Top of casing Protector,,INDUCTION_CALIBRATED,Geoscience Australia,31/10/16,450938.5091,8281198.329,Australian Height Datum,MGA94 Zone 52,top of casing protector,0.85,16.85,0.0,14.68,0.01,-999.25
57,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS1155\WBS1155_induction_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/WBS1155/WBS1155_induction_down.las,WBS1155,636193,5,Top of bore casing,,"DEEP_INDUCTION,MEDIUM_INDUCTION",,,497486.3024,8285461.305,Australian Height Datum,MGA94 Zone 52,top of casing,0.43,22.54,0.645,47.985,0.01,-99999
58,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\Ord24\Ord24_induction_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/Ord24/Ord24_induction_down.las,Ord24,636194,10,Top of casing Protector,,"DEEP_INDUCTION,MEDIUM_INDUCTION",,,499904.2916,8287253.297,Australian Height Datum,MGA94 Zone 52,top of casing protector,1.0,19.01,0.645,29.985,0.01,-99999
59,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS5080\WBS5080_induction_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/WBS5080/WBS5080_induction_down.las,WBS5080,636195,5,Top of bore casing,,"DEEP_INDUCTION,MEDIUM_INDUCTION",,,497263.3035,8293761.267999999,Australian Height Datum,MGA94 Zone 52,top of casing,0.57,20.57,0.645,151.995,0.01,-99999
60,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\10WP32PB\10WP32PB_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/10WP32PB/10WP32PB_conductivity_down.las,10WP32PB,636196,5,Top of bore casing,,INDUCTION_CALIBRATED,Geoscience Australia,28/10/16,486513.13700000005,8290539.107000001,Australian Height Datum,MGA94 Zone 52,top of casing,0.4,25.641,0.0,20.69,0.01,-999.25
61,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\10WP46\10WP46_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/10WP46/10WP46_conductivity_down.las,10WP46,636197,5,Top of bore casing,,INDUCTION_CALIBRATED,Geoscience Australia,28/10/16,486593.359,8295887.04,Australian Height Datum,MGA94 Zone 52,top of casing,0.44,22.991,0.0,27.65,0.01,-999.25
62,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC13\KC13_induction_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/KC13/KC13_induction_down.las,KC13,636198,5,Top of bore casing,,"DEEP_INDUCTION,MEDIUM_INDUCTION",,,495809.481,8277098.459,Australian Height Datum,MGA94 Zone 52,top of casing,0.87,25.753,0.635,31.985,0.01,-99999
63,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\10WP36PB\10WP36PB_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/10WP36PB/10WP36PB_conductivity_down.las,10WP36PB,636200,10,Top of casing Protector,,INDUCTION_CALIBRATED,Geoscience Australia,28/10/16,482019.3716,8289758.2870000005,Australian Height Datum,MGA94 Zone 52,top of casing protector,0.5,25.5,0.0,19.7,0.01,-999.25
64,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC14\KC14_induction_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/KC14/KC14_induction_down.las,KC14,636201,5,Top of bore casing,,"DEEP_INDUCTION,MEDIUM_INDUCTION",,,497960.30299999996,8278737.018999999,Australian Height Datum,MGA94 Zone 52,top of casing,0.68,24.845,0.645,29.995,0.01,-99999
65,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Y10A_Ord40\Y10A_Ord40_conductivity_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Y10A_Ord40/Y10A_Ord40_conductivity_down.las,Ord40,636203,10,Top of casing Protector,,INDUCTION_CALIBRATED,Geoscience Australia,31/10/16,442050.5491,8283905.319,Australian Height Datum,MGA94 Zone 52,top of casing protector,0.87,5.87,0.0,14.18,0.01,-999.25
66,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC3PB\KC3PB_induction_down.las,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/KC3PB/KC3PB_induction_down.las,KC3PB,636204,5,Top of bore casing,,"DEEP_INDUCTION,MEDIUM_INDUCTION",,,498131.76399999997,8284346.403,Australian Height Datum,MGA94 Zone 52,top of casing,0.5,21.279,0.645,30.995,0.01,-99999
